Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type,Month
1001,2023-08-12,5688,Deposit,2023-08
1001,2023-08-13,1066,Deposit,2023-08
1091,2023-08-14,5044,Withdrawal,2023-08
1053,2023-08-15,3532,Deposit,2023-08
1086,2023-08-16,788,Deposit,2023-08
1095,2023-08-17,4343,Withdrawal,2023-08
1096,2023-08-18,3801,Deposit,2023-08
1000,2023-08-19,8633,Deposit,2023-08
1018,2023-08-20,5282,Withdrawal,2023-08
1001,2023-08-21,6804,Withdrawal,2023-08
1052,2023-08-22,4522,Withdrawal,2023-08
1043,2023-08-23,1859,Deposit,2023-08
1089,2023-08-24,9281,Withdrawal,2023-08
1031,2023-08-25,2582,Deposit,2023-08
1069,2023-08-26,8158,Withdrawal,2023-08
1031,2023-08-27,1051,Deposit,2023-08
1067,2023-08-28,9014,Withdrawal,2023-08
1054,2023-08-29,2179,Withdrawal,2023-08
1074,2023-08-30,2817,Withdrawal,2023-08
1055,2023-08-31,4624,Withdrawal,2023-08
1016,2023-09-01,9792,Deposit,2023-09
1037,2023-09-02,8577,Withdrawal,2023-09
1023,2023-09-03,7411,Withdrawal,2023-09
1068,2023-09-04,7286,Deposit,2023-09
1097,2023-09-05,2165,Withdrawal,2023-09
1069,2023-09-06,868,Deposit,2023-09
1085,2023-09-07,5590,Withdrawal,2023-09
1010,2023-09-08,6745,Withdrawal,2023-09
1015,2023-09-09,5183,Withdrawal,2023-09
1096,2023-09-10,5332,Deposit,2023-09
1072,2023-09-11,5897,Withdrawal,2023-09
1058,2023-09-12,9238,Withdrawal,2023-09
1069,2023-09-13,5026,Withdrawal,2023-09
1079,2023-09-14,6116,Deposit,2023-09
1092,2023-09-15,3435,Deposit,2023-09
1002,2023-09-16,8138,Withdrawal,2023-09
1019,2023-09-17,4973,Deposit,2023-09
1058,2023-09-18,1581,Withdrawal,2023-09
1035,2023-09-19,6405,Withdrawal,2023-09
1018,2023-09-20,3551,Withdrawal,2023-09
1089,2023-09-21,154,Withdrawal,2023-09
1066,2023-09-22,7743,Withdrawal,2023-09
1018,2023-09-23,3562,Withdrawal,2023-09
1019,2023-09-24,932,Withdrawal,2023-09
1095,2023-09-25,6054,Deposit,2023-09
1070,2023-09-26,8619,Deposit,2023-09
1051,2023-09-27,7321,Deposit,2023-09
1032,2023-09-28,3410,Deposit,2023-09
1039,2023-09-29,3400,Deposit,2023-09
1038,2023-09-30,6822,Deposit,2023-09
1081,2023-10-01,7318,Deposit,2023-10
1000,2023-10-02,7876,Withdrawal,2023-10
1010,2023-10-03,3775,Withdrawal,2023-10
1091,2023-10-04,3154,Withdrawal,2023-10
1056,2023-10-05,8070,Withdrawal,2023-10
1088,2023-10-06,2243,Deposit,2023-10
1049,2023-10-07,5307,Deposit,2023-10
1022,2023-10-08,9603,Withdrawal,2023-10
1030,2023-10-09,2638,Withdrawal,2023-10
1093,2023-10-10,4647,Deposit,2023-10
1041,2023-10-11,5719,Withdrawal,2023-10
1098,2023-10-12,8456,Withdrawal,2023-10
1006,2023-10-13,6712,Withdrawal,2023-10
1015,2023-10-14,5105,Withdrawal,2023-10
1089,2023-10-15,922,Deposit,2023-10
1059,2023-10-16,1043,Withdrawal,2023-10
1001,2023-10-17,6250,Withdrawal,2023-10
1000,2023-10-18,4525,Deposit,2023-10
1047,2023-10-19,9066,Deposit,2023-10
1011,2023-10-20,2298,Withdrawal,2023-10
1068,2023-10-21,4342,Deposit,2023-10
1036,2023-10-22,3795,Withdrawal,2023-10
1031,2023-10-23,3552,Withdrawal,2023-10
1008,2023-10-24,9206,Deposit,2023-10
1098,2023-10-25,1408,Withdrawal,2023-10
1018,2023-10-26,4277,Withdrawal,2023-10
1047,2023-10-27,8805,Withdrawal,2023-10
1079,2023-10-28,6952,Withdrawal,2023-10
1002,2023-10-29,6135,Deposit,2023-10
1019,2023-10-30,3694,Deposit,2023-10
1023,2023-10-31,4941,Withdrawal,2023-10
1053,2023-11-01,1509,Deposit,2023-11
1032,2023-11-02,4666,Withdrawal,2023-11
1023,2023-11-03,4591,Withdrawal,2023-11
1074,2023-11-04,1655,Withdrawal,2023-11
1071,2023-11-05,904,Withdrawal,2023-11
1035,2023-11-06,1379,Withdrawal,2023-11
1037,2023-11-07,7183,Deposit,2023-11
1083,2023-11-08,6086,Withdrawal,2023-11
1098,2023-11-09,5719,Deposit,2023-11
1088,2023-11-10,1487,Deposit,2023-11
1098,2023-11-11,2779,Withdrawal,2023-11
1024,2023-11-12,2206,Withdrawal,2023-11
1092,2023-11-13,8273,Withdrawal,2023-11
1017,2023-11-14,4323,Withdrawal,2023-11
1081,2023-11-15,4931,Withdrawal,2023-11
1065,2023-11-16,2868,Deposit,2023-11
1053,2023-11-17,3286,Withdrawal,2023-11
1034,2023-11-18,2673,Withdrawal,2023-11
1079,2023-11-19,2699,Deposit,2023-11
1060,2023-11-20,4133,Deposit,2023-11
1040,2023-11-21,8528,Withdrawal,2023-11
1099,2023-11-22,1404,Deposit,2023-11
1032,2023-11-23,7468,Withdrawal,2023-11
1067,2023-11-24,5977,Deposit,2023-11
1032,2023-11-25,1401,Deposit,2023-11
1013,2023-11-26,2641,Withdrawal,2023-11
1020,2023-11-27,2151,Deposit,2023-11
1047,2023-11-28,6909,Deposit,2023-11
1019,2023-11-29,8733,Deposit,2023-11
1007,2023-11-30,9096,Deposit,2023-11
1006,2023-12-01,174,Deposit,2023-12
1066,2023-12-02,7081,Deposit,2023-12
1016,2023-12-03,5575,Withdrawal,2023-12
1032,2023-12-04,8332,Withdrawal,2023-12
1047,2023-12-05,7284,Deposit,2023-12
1075,2023-12-06,5896,Withdrawal,2023-12
1058,2023-12-07,7241,Withdrawal,2023-12
1085,2023-12-08,1722,Withdrawal,2023-12
1021,2023-12-09,8141,Deposit,2023-12
1029,2023-12-10,441,Withdrawal,2023-12
1037,2023-12-11,2174,Deposit,2023-12
1050,2023-12-12,8092,Withdrawal,2023-12
1053,2023-12-13,745,Deposit,2023-12
1007,2023-12-14,4363,Deposit,2023-12
1026,2023-12-15,8901,Withdrawal,2023-12
1026,2023-12-16,6236,Withdrawal,2023-12
1097,2023-12-17,8746,Deposit,2023-12
1020,2023-12-18,3069,Withdrawal,2023-12
1029,2023-12-19,3128,Withdrawal,2023-12
1096,2023-12-20,7743,Withdrawal,2023-12
1027,2023-12-21,2781,Deposit,2023-12
1063,2023-12-22,3729,Deposit,2023-12
1096,2023-12-23,4325,Withdrawal,2023-12
1068,2023-12-24,3167,Withdrawal,2023-12
1060,2023-12-25,6041,Withdrawal,2023-12
1047,2023-12-26,1486,Deposit,2023-12
1018,2023-12-27,2966,Deposit,2023-12
1003,2023-12-28,4888,Withdrawal,2023-12
1034,2023-12-29,5590,Withdrawal,2023-12
1063,2023-12-30,4224,Withdrawal,2023-12
1048,2023-12-31,8440,Withdrawal,2023-12
1016,2024-01-01,3950,Withdrawal,2024-01
1043,2024-01-02,5515,Withdrawal,2024-01
1091,2024-01-03,7779,Deposit,2024-01
1029,2024-01-04,6919,Withdrawal,2024-01
1092,2024-01-05,9428,Deposit,2024-01
1045,2024-01-06,8478,Withdrawal,2024-01
1005,2024-01-07,9542,Withdrawal,2024-01
1098,2024-01-08,1433,Deposit,2024-01
1036,2024-01-09,4250,Deposit,2024-01
1023,2024-01-10,6866,Deposit,2024-01
1092,2024-01-11,2811,Deposit,2024-01
1045,2024-01-12,4953,Withdrawal,2024-01
1052,2024-01-13,6312,Deposit,2024-01
1094,2024-01-14,7579,Withdrawal,2024-01
1098,2024-01-15,5508,Deposit,2024-01
1059,2024-01-16,7815,Withdrawal,2024-01
1096,2024-01-17,9042,Withdrawal,2024-01
1062,2024-01-18,1862,Withdrawal,2024-01
1084,2024-01-19,7201,Withdrawal,2024-01
1031,2024-01-20,7774,Withdrawal,2024-01
1086,2024-01-21,6222,Withdrawal,2024-01
1032,2024-01-22,581,Deposit,2024-01
1066,2024-01-23,253,Withdrawal,2024-01
1017,2024-01-24,7717,Deposit,2024-01
1024,2024-01-25,1624,Deposit,2024-01
1094,2024-01-26,2220,Withdrawal,2024-01
1053,2024-01-27,2443,Deposit,2024-01
1057,2024-01-28,5236,Withdrawal,2024-01
1066,2024-01-29,5860,Deposit,2024-01
1045,2024-01-30,1340,Withdrawal,2024-01
1023,2024-01-31,160,Deposit,2024-01
1031,2024-02-01,9230,Withdrawal,2024-02
1046,2024-02-02,1739,Withdrawal,2024-02
1085,2024-02-03,6285,Withdrawal,2024-02
1022,2024-02-04,8070,Withdrawal,2024-02
1065,2024-02-05,1352,Deposit,2024-02
1026,2024-02-06,4303,Withdrawal,2024-02
1001,2024-02-07,8463,Deposit,2024-02
1089,2024-02-08,9750,Deposit,2024-02
1016,2024-02-09,3649,Deposit,2024-02
1032,2024-02-10,4297,Withdrawal,2024-02
1008,2024-02-11,7109,Deposit,2024-02
1042,2024-02-12,6767,Deposit,2024-02
1047,2024-02-13,2422,Deposit,2024-02
1038,2024-02-14,9928,Withdrawal,2024-02
1092,2024-02-15,4190,Withdrawal,2024-02
1041,2024-02-16,7060,Deposit,2024-02
1025,2024-02-17,3104,Withdrawal,2024-02
1098,2024-02-18,5236,Withdrawal,2024-02
1049,2024-02-19,429,Deposit,2024-02
1024,2024-02-20,3740,Deposit,2024-02
1023,2024-02-21,8082,Withdrawal,2024-02
1012,2024-02-22,4207,Deposit,2024-02
1059,2024-02-23,1441,Withdrawal,2024-02
1006,2024-02-24,8507,Withdrawal,2024-02
1056,2024-02-25,438,Withdrawal,2024-02
1035,2024-02-26,5995,Withdrawal,2024-02
1044,2024-02-27,2808,Withdrawal,2024-02
1019,2024-02-28,1850,Withdrawal,2024-02
1064,2024-02-29,5704,Deposit,2024-02
1007,2024-03-01,2521,Deposit,2024-03
1015,2024-03-02,7219,Withdrawal,2024-03
1013,2024-03-03,9001,Withdrawal,2024-03
1075,2024-03-04,5419,Withdrawal,2024-03
1086,2024-03-05,6709,Deposit,2024-03
1014,2024-03-06,5487,Withdrawal,2024-03
1091,2024-03-07,4093,Deposit,2024-03
1097,2024-03-08,8780,Withdrawal,2024-03
1065,2024-03-09,8144,Withdrawal,2024-03
1031,2024-03-10,8338,Deposit,2024-03
1086,2024-03-11,4973,Deposit,2024-03
1062,2024-03-12,4906,Withdrawal,2024-03
1085,2024-03-13,8692,Withdrawal,2024-03
1050,2024-03-14,6013,Withdrawal,2024-03
1024,2024-03-15,7224,Deposit,2024-03
1057,2024-03-16,3257,Deposit,2024-03
1062,2024-03-17,490,Deposit,2024-03
1061,2024-03-18,4530,Deposit,2024-03
1021,2024-03-19,8920,Deposit,2024-03
1057,2024-03-20,7786,Deposit,2024-03
1057,2024-03-21,4332,Withdrawal,2024-03
1085,2024-03-22,8107,Withdrawal,2024-03
1048,2024-03-23,1621,Deposit,2024-03
1051,2024-03-24,9118,Withdrawal,2024-03
1041,2024-03-25,1600,Withdrawal,2024-03
1069,2024-03-26,6837,Deposit,2024-03
1014,2024-03-27,3394,Withdrawal,2024-03
1053,2024-03-28,5185,Deposit,2024-03
1059,2024-03-29,2519,Deposit,2024-03
1096,2024-03-30,9226,Withdrawal,2024-03
1007,2024-03-31,3142,Deposit,2024-03
1052,2024-04-01,4597,Deposit,2024-04
1059,2024-04-02,1566,Deposit,2024-04
1004,2024-04-03,3661,Deposit,2024-04
1067,2024-04-04,714,Deposit,2024-04
1005,2024-04-05,5492,Deposit,2024-04
1095,2024-04-06,7793,Deposit,2024-04
1093,2024-04-07,9474,Deposit,2024-04
1046,2024-04-08,3323,Withdrawal,2024-04
1098,2024-04-09,7238,Withdrawal,2024-04
1054,2024-04-10,2767,Withdrawal,2024-04
1039,2024-04-11,8080,Deposit,2024-04
1051,2024-04-12,230,Deposit,2024-04
1015,2024-04-13,3083,Withdrawal,2024-04
1012,2024-04-14,4378,Withdrawal,2024-04
1029,2024-04-15,7226,Withdrawal,2024-04
1018,2024-04-16,8330,Deposit,2024-04
1016,2024-04-17,7794,Withdrawal,2024-04
1062,2024-04-18,6740,Withdrawal,2024-04
1018,2024-04-19,5568,Deposit,2024-04
1091,2024-04-20,1020,Withdrawal,2024-04
1057,2024-04-21,7664,Deposit,2024-04
1054,2024-04-22,8784,Deposit,2024-04
1089,2024-04-23,9423,Deposit,2024-04
1089,2024-04-24,8602,Withdrawal,2024-04
1061,2024-04-25,9030,Withdrawal,2024-04
1022,2024-04-26,3341,Deposit,2024-04
1008,2024-04-27,645,Withdrawal,2024-04
1011,2024-04-28,4446,Withdrawal,2024-04
1000,2024-04-29,3910,Withdrawal,2024-04
1057,2024-04-30,7306,Withdrawal,2024-04
1000,2024-05-01,9105,Deposit,2024-05
1033,2024-05-02,2132,Withdrawal,2024-05
1095,2024-05-03,8536,Deposit,2024-05
1047,2024-05-04,371,Deposit,2024-05
1088,2024-05-05,3611,Withdrawal,2024-05
1000,2024-05-06,1871,Deposit,2024-05
1015,2024-05-07,9554,Withdrawal,2024-05
1060,2024-05-08,4461,Withdrawal,2024-05
1063,2024-05-09,7169,Deposit,2024-05
1062,2024-05-10,1020,Deposit,2024-05
1068,2024-05-11,8290,Deposit,2024-05
1021,2024-05-12,3530,Deposit,2024-05
1092,2024-05-13,4535,Withdrawal,2024-05
1066,2024-05-14,3860,Withdrawal,2024-05
1075,2024-05-15,2150,Withdrawal,2024-05
1025,2024-05-16,1265,Deposit,2024-05
1015,2024-05-17,8667,Deposit,2024-05
1050,2024-05-18,2133,Deposit,2024-05
1085,2024-05-19,6567,Withdrawal,2024-05
1056,2024-05-20,245,Deposit,2024-05
1028,2024-05-21,4488,Withdrawal,2024-05
1077,2024-05-22,7932,Deposit,2024-05
1091,2024-05-23,8723,Withdrawal,2024-05
1068,2024-05-24,8996,Withdrawal,2024-05
1046,2024-05-25,8273,Deposit,2024-05
1093,2024-05-26,2732,Deposit,2024-05
1061,2024-05-27,4594,Withdrawal,2024-05
1068,2024-05-28,8156,Withdrawal,2024-05
1075,2024-05-29,7611,Deposit,2024-05
1015,2024-05-30,9255,Deposit,2024-05
1089,2024-05-31,1928,Withdrawal,2024-05
1089,2024-06-01,9230,Deposit,2024-06
1047,2024-06-02,4905,Withdrawal,2024-06
1084,2024-06-03,906,Withdrawal,2024-06
1038,2024-06-04,9755,Deposit,2024-06
1099,2024-06-05,7586,Deposit,2024-06
1032,2024-06-06,8302,Deposit,2024-06
1093,2024-06-07,1968,Deposit,2024-06
1022,2024-06-08,7978,Deposit,2024-06
1009,2024-06-09,5790,Withdrawal,2024-06
1068,2024-06-10,7927,Withdrawal,2024-06
1099,2024-06-11,5529,Deposit,2024-06
1033,2024-06-12,9176,Deposit,2024-06
1051,2024-06-13,3664,Deposit,2024-06
1094,2024-06-14,1489,Withdrawal,2024-06
1009,2024-06-15,7374,Deposit,2024-06
1018,2024-06-16,924,Deposit,2024-06
1057,2024-06-17,2365,Withdrawal,2024-06
1095,2024-06-18,1036,Withdrawal,2024-06
1000,2024-06-19,6502,Deposit,2024-06
1068,2024-06-20,3945,Deposit,2024-06
1003,2024-06-21,1896,Deposit,2024-06
1015,2024-06-22,8345,Withdrawal,2024-06
1023,2024-06-23,7314,Deposit,2024-06
1079,2024-06-24,826,Deposit,2024-06
1001,2024-06-25,2836,Deposit,2024-06
1091,2024-06-26,2013,Withdrawal,2024-06
1031,2024-06-27,9888,Withdrawal,2024-06
1090,2024-06-28,7757,Deposit,2024-06
1083,2024-06-29,2566,Deposit,2024-06
1023,2024-06-30,9141,Withdrawal,2024-06
1011,2024-07-01,7412,Withdrawal,2024-07
1049,2024-07-02,8294,Withdrawal,2024-07
1034,2024-07-03,8006,Withdrawal,2024-07
1032,2024-07-04,4976,Withdrawal,2024-07
1032,2024-07-05,7387,Withdrawal,2024-07
1060,2024-07-06,992,Withdrawal,2024-07
1050,2024-07-07,4775,Withdrawal,2024-07
1042,2024-07-08,2033,Withdrawal,2024-07
1011,2024-07-09,1480,Deposit,2024-07
1066,2024-07-10,1390,Deposit,2024-07
1064,2024-07-11,1740,Deposit,2024-07
1032,2024-07-12,7590,Withdrawal,2024-07
1039,2024-07-13,9279,Deposit,2024-07
1073,2024-07-14,1318,Withdrawal,2024-07
1042,2024-07-15,5116,Withdrawal,2024-07
1043,2024-07-16,6981,Deposit,2024-07
1028,2024-07-17,9647,Withdrawal,2024-07
1012,2024-07-18,9852,Deposit,2024-07
1011,2024-07-19,9710,Deposit,2024-07
1094,2024-07-20,1054,Deposit,2024-07
1045,2024-07-21,9275,Withdrawal,2024-07
1001,2024-07-22,7391,Deposit,2024-07
1034,2024-07-23,1074,Withdrawal,2024-07
1086,2024-07-24,4233,Deposit,2024-07
1080,2024-07-25,5470,Deposit,2024-07
1089,2024-07-26,4072,Deposit,2024-07
1007,2024-07-27,5395,Withdrawal,2024-07
1092,2024-07-28,9205,Withdrawal,2024-07
1025,2024-07-29,8328,Withdrawal,2024-07
1073,2024-07-30,3120,Deposit,2024-07
1089,2024-07-31,9087,Deposit,2024-07
1033,2024-08-01,4136,Withdrawal,2024-08
1006,2024-08-02,5168,Withdrawal,2024-08
